loan_id,application_id,user_id,disbursement_date,disbursement_amount,loan_status,due_date,loan_amount,loan_term,offer_age,max_offer,last_payment_date,FPD0,FPD3,FPD7,FPD15,FPD30,total_to_repay,days_late_last_payment,previous_loan_maturity,previous_loan_amount_national_currency,declared_revenue_national_currency,users_with_same_android_id,previous_loans,client_type,professional_status,professional_category,professional_subcategory,gender,age_year,education,marital_status,state,salary_date,requested_amount,apollo_cb_score,acquisition_channel,score_internal,TS_credit_insight
2568041,10304517,8576851,09/10/2020 00:00,900,unpaid,09/11/2020 00:00,1000,30,0,1000,,1,,,,,1020,-5,15,750,35000,1,1,returning,Self-employed,Professionals,Teaching,Female,1992,Graduate,Single,West Bengal,0,50000,"""740-749""",Organic,,
2302764,9443917,8109249,14/08/2020 00:00,900,unpaid,14/09/2020 00:00,1000,30,1,1000,,1,1,1,1,1,1020,-14,15,750,25000,1,1,returning,Work in the private sector,Professionals,Corporate services,Male,1995,Graduate,Married,Delhi,30,,,Facebook,,
2605082,10422725,8708366,16/10/2020 00:00,900,unpaid,16/11/2020 00:00,1000,30,0,1000,,,,,,,1020,-1,15,750,15000,1,1,returning,Work in the private sector,Agency/Contract workers,Security,Male,1994,Graduate,Married,Chhattisgarh,3,10000,"""750-759""",Organic,,
2374562,9696615,8225167,31/08/2020 00:00,675,unpaid,15/09/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,23500,1,0,new,Work in the private sector,Professionals,"Information, Technology",Male,1992,Post-?graduate,Single,Delhi,2,,,Organic,,
2418226,9836613,8432421,09/09/2020 00:00,675,unpaid,24/09/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,24000,1,0,new,Work in the private sector,Professionals,Corporate services,Male,1986,Post-?graduate,Married,Andhra Pradesh,4,,"""640-649""",Facebook,0.394139,528
2454784,9964525,8672828,18/09/2020 00:00,675,unpaid,05/10/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,25000,1,0,new,Work in the private sector,Agency/Contract workers,Corporate services,Male,1987,Graduate,Married,Maharashtra,10,2000,"""670-679""",Organic,0.305432,
2374558,9678462,8243529,31/08/2020 00:00,675,unpaid,15/09/2020 00:00,750,15,2,750,,1,1,1,1,1,760,,,,15000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1995,Primary,Single,Gujarat,8,,,Organic,,
2509221,10115792,8551376,29/09/2020 00:00,675,unpaid,14/10/2020 00:00,750,15,1,750,,1,1,1,1,,760,,,,26000,1,0,new,Self-employed,Professionals,Other,Male,1993,Graduate,Single,Assam,0,4000,"""810-819""",Organic,0.207439,
2290582,9410531,8099403,11/08/2020 00:00,675,unpaid,26/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,15000,1,0,new,Work in the private sector,"Sales, Shop, Restaurant","Street, Market Sales",Male,2000,Post-?graduate,Single,Bihar,1,,,Organic,,
2298649,9435857,8123302,13/08/2020 00:00,675,unpaid,28/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,70000,1,0,new,Self-employed,Professionals,Plant Operator,Male,1987,Post-?graduate,Married,west bengal,0,,,Organic,,
2692363,10514989,9259063,04/11/2020 00:00,88,unpaid,19/11/2020 00:00,100,15,0,750,,,,,,,100,,,,38000,1,0,new,Work in the private sector,"Sales, Shop, Restaurant","Street, Market Sales",Male,1983,Graduate,Married,Tamil Nadu,1,50000,"""750-759""",Organic,0.313471,
2391969,9746578,8132947,03/09/2020 00:00,900,unpaid,05/10/2020 00:00,1000,30,1,1000,,1,1,1,1,1,1020,-5,15,1000,16000,1,3,returning,Work in the private sector,Other,--,Male,1994,Post-?graduate,Single,Gujarat,16,,"""670-679""",Organic,,
2660541,10611837,8954384,28/10/2020 00:00,900,unpaid,27/11/2020 00:00,1000,30,1,1000,,,,,,,1020,-14,15,750,39000,1,1,returning,Self-employed,Professionals,Other,Male,1989,Post-?graduate,Single,Maharashtra,0,5000,"""720-729""",Organic,,574
2624428,10483537,8547864,20/10/2020 00:00,900,unpaid,19/11/2020 00:00,1000,30,1,1000,,,,,,,1020,-1,15,750,24800,1,1,returning,Work in the private sector,Other,--,Male,1990,Graduate,Single,Madhya Pradesh,1,50000,"""720-729""",Organic,,
2624407,10482048,8148250,20/10/2020 00:00,900,unpaid,19/11/2020 00:00,1000,30,1,1000,,,,,,,1020,-4,15,750,25000,1,1,returning,Civil/Public servant,Professionals,"Marketing, Sales",Male,1991,Graduate,Single,Karnataka,30,5000,"""700-709""",Organic,,
2318475,9496401,8100514,18/08/2020 00:00,675,unpaid,02/09/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,30000,1,0,new,Work in the private sector,Other,--,Male,1993,Graduate,Married,Uttar Pradesh,20,,,Facebook,,
2629415,9651727,8342210,21/10/2020 00:00,675,unpaid,05/11/2020 00:00,750,15,1,750,,1,1,,,,760,,,,35000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1992,Graduate,Single,Tamil Nadu,0,5000,"""700-709""",Organic,0.278935,
2624427,10482460,8175200,20/10/2020 00:00,900,unpaid,19/11/2020 00:00,1000,30,1,1000,,,,,,,1020,-3,15,750,45000,1,1,returning,Self-employed,Professionals,"Information, Technology",Male,1990,Primary,Married,Karnataka,0,10000,"""690-699""",Organic,,
2302771,9445996,8133323,14/08/2020 00:00,675,unpaid,31/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,35000,1,0,new,Self-employed,Professionals,Hotel service,Male,1992,Secondary,Married,Delhi,0,,,Organic,,
2391977,9746548,8436699,03/09/2020 00:00,675,unpaid,18/09/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,25000,1,0,new,Work in the private sector,Professionals,Other,Male,1986,Post-?graduate,Married,Odisha,2,,"""640-649""",Facebook,0.433981,
2593691,10352432,8857328,14/10/2020 00:00,675,unpaid,29/10/2020 00:00,750,15,1,750,,1,1,1,,,760,,,,25000,2,0,new,Self-employed,Professionals,Other,Male,1986,Graduate,Married,Tamil Nadu,0,2000,"""710-719""",Organic,0.481591,
2321741,9509207,8196080,19/08/2020 00:00,675,unpaid,03/09/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,27800,1,0,new,Work in the private sector,Agency/Contract workers,"Marketing, Sales",Male,1997,Graduate,Single,Uttar Pradesh,5,,,Facebook,,
2624438,10484996,8166564,20/10/2020 00:00,900,unpaid,19/11/2020 00:00,1000,30,0,1000,,,,,,,1020,-2,15,750,45000,1,1,returning,Work in the private sector,Professionals,"Banking, Insurance",Male,1979,Post-?graduate,Married,Delhi,12,5000,"""740-749""",Organic,,623
2593807,10384552,8224905,14/10/2020 00:00,675,unpaid,29/10/2020 00:00,750,15,1,750,,1,1,1,,,760,,,,25000,2,0,new,Self-employed,Professionals,"Marketing, Sales",Male,1976,Graduate,Married,Uttar Pradesh,0,30000,"""740-749""",Organic,,
2522741,10168965,8913596,01/10/2020 00:00,675,unpaid,16/10/2020 00:00,750,15,1,750,,1,1,1,1,,760,,,,,1,0,new,Student,,,Male,1997,Graduate,Single,Uttar Pradesh,0,5000,"""740-749""",Organic,0.406986,
2386526,9729894,8419465,02/09/2020 00:00,675,unpaid,17/09/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,20240,1,0,new,Work in the private sector,Professionals,"Information, Technology",Male,1992,Graduate,Single,Maharashtra,10,,,Facebook,0.396781,457
2441650,9918981,8061007,15/09/2020 00:00,900,unpaid,15/10/2020 00:00,1000,30,1,1000,,1,1,1,1,,1020,6,30,1000,19967,1,2,returning,Work in the private sector,Other,--,Male,1986,Graduate,Married,Karnataka,25,,"""690-699""",Organic,,
2450631,9949459,8656807,17/09/2020 00:00,675,unpaid,02/10/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,35000,1,0,new,Work in the private sector,Agency/Contract workers,"Marketing, Sales",Male,1996,Secondary,Single,Andhra Pradesh,2,10000,"""640-649""",Organic,0.434608,
2383111,9718656,8080225,01/09/2020 00:00,900,unpaid,01/10/2020 00:00,1000,30,0,1000,,1,1,1,1,1,1020,-1,15,750,19000,1,1,returning,Work in the private sector,Agency/Contract workers,"Marketing, Sales",Male,1998,Graduate,Single,Madhya Pradesh,10,,,Organic,,
2605022,10419462,9078071,16/10/2020 00:00,675,unpaid,02/11/2020 00:00,750,15,1,750,,1,1,1,,,760,,,,25000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1998,Graduate,Single,West Bengal,0,5000,"""640-649""",Organic,,
2478055,10033275,8732190,23/09/2020 00:00,675,unpaid,08/10/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,35117,1,0,new,Work in the private sector,Other,--,Male,1987,Post-?graduate,Married,Andhra Pradesh,7,5000,"""640-649""",Organic,,
2290573,9410478,8099348,11/08/2020 00:00,675,unpaid,26/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,25000,1,0,new,Work in the private sector,"Sales, Shop, Restaurant",Restaurant,Male,1999,Primary,Married,West Bengal,15,,,Organic,,
2624414,10460088,9197354,20/10/2020 00:00,675,unpaid,04/11/2020 00:00,750,15,1,750,,1,1,,,,760,,,,20000,1,0,new,Work in the private sector,Professionals,Corporate services,Male,1986,Graduate,Single,Telangana,1,30000,"""700-709""",Organic,0.217435,
2426595,9866286,8560620,11/09/2020 00:00,675,unpaid,28/09/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,25000,1,0,new,Work in the private sector,Agency/Contract workers,Hotel service,Male,1999,Post-?graduate,Single,Telangana,2,3000,"""660-669""",Organic,0.332144,
2667118,10642194,8675529,29/10/2020 00:00,900,unpaid,30/11/2020 00:00,1000,30,0,1000,,,,,,,1020,1,15,750,25000,1,1,returning,Work in the private sector,"Sales, Shop, Restaurant",Other,Male,1996,Post-?graduate,Single,Uttar Pradesh,3,5000,"""690-699""",Organic,,552
2397013,9764098,8454182,04/09/2020 00:00,675,unpaid,21/09/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,22000,1,0,new,Work in the private sector,Agency/Contract workers,"Marketing, Sales",Male,1981,Graduate,Married,Odisha,5,,"""770-779""",Organic,0.214842,
2374551,9663258,8124580,31/08/2020 00:00,675,unpaid,15/09/2020 00:00,750,15,3,750,,1,1,1,1,1,760,,,,15000,2,0,new,Self-employed,"Sales, Shop, Restaurant",Other,Female,1972,Secondary,Married,Maharashtra,0,,,Organic,,538
2665926,10621131,8702031,29/10/2020 00:00,675,unpaid,13/11/2020 00:00,750,15,1,750,,,,,,,760,,,,22000,4,0,new,Work in the private sector,"Sales, Shop, Restaurant","Street, Market Sales",Male,1984,Secondary,Married,Rajasthan,30,5000,"""610-619""",FairMoney Site,0.279736,
2386542,9730620,8096810,02/09/2020 00:00,900,unpaid,02/10/2020 00:00,1000,30,1,1000,,1,1,1,1,1,1020,0,15,750,15000,2,1,returning,Work in the private sector,Professionals,Hotel service,Male,1999,Primary,Single,West Bengal,7,,,Organic,,
2629521,10488956,8236954,21/10/2020 00:00,675,unpaid,05/11/2020 00:00,750,15,1,750,,1,1,,,,760,,,,25000,1,0,new,Work in the private sector,Agency/Contract workers,Teaching,Male,2000,Graduate,Single,Madhya Pradesh,6,1000,"""620-629""",Organic,,
2593750,10384719,9085199,14/10/2020 00:00,675,unpaid,29/10/2020 00:00,750,15,0,750,,1,1,1,,,760,,,,22000,1,0,new,Work in the private sector,Professionals,"Information, Technology",Male,1995,Graduate,Married,West Bengal,10,5000,,Organic,,
2523254,10159105,8133367,01/10/2020 00:00,900,unpaid,02/11/2020 00:00,1000,30,1,1000,,1,1,1,,,1020,0,30,1000,15000,1,2,returning,Work in the private sector,Other,--,Male,1985,Graduate,Single,Rajasthan,1,1200,"""680-689""",Organic,,
2509182,10087763,8592463,29/09/2020 00:00,675,unpaid,14/10/2020 00:00,750,15,3,750,,1,1,1,1,,760,,,,28000,1,0,new,Work in the private sector,Professionals,"Marketing, Sales",Male,1995,Graduate,Single,Maharashtra,1,10000,"""660-669""",Facebook,0.421367,470
2655057,10558205,8687906,27/10/2020 00:00,900,unpaid,26/11/2020 00:00,1000,30,1,1000,,,,,,,1020,0,15,750,30000,1,1,returning,Work in the private sector,Other,--,Male,1998,Graduate,Single,Maharashtra,1,6000,"""750-759""",Organic,,
2660558,10533589,8148242,28/10/2020 00:00,900,unpaid,27/11/2020 00:00,1000,30,5,1000,,,,,,,1020,0,30,1000,12000,1,2,returning,Self-employed,"Sales, Shop, Restaurant",Other,Male,2000,Graduate,Single,Telangana,0,6500,"""700-709""",Organic,,
2665969,10641895,8166808,29/10/2020 00:00,900,unpaid,13/11/2020 00:00,1000,15,0,1000,,,,,,,1010,0,30,1000,15000,1,2,returning,Work in the private sector,"Sales, Shop, Restaurant","Street, Market Sales",Male,1991,Post-?graduate,Single,Rajasthan,2,50000,"""720-729""",Organic,,
2514939,10146669,8892670,30/09/2020 00:00,675,unpaid,15/10/2020 00:00,750,15,1,750,,1,1,1,1,,760,,,,15000,1,0,new,Work in the private sector,Agency/Contract workers,Other,Male,2002,Primary,Single,Punjab,19,60000,"""NTC""",Organic,0.46338,
2413854,9822127,8513326,08/09/2020 00:00,675,unpaid,23/09/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,34000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1975,Graduate,Married,Gujarat,0,10000,"""710-719""",Organic,0.406897,650
2391957,9746509,8223365,03/09/2020 00:00,675,unpaid,18/09/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,25500,1,0,new,Self-employed,Other,--,Male,1985,Secondary,Single,Gujarat,0,,"""670-679""",Organic,0.358943,502
2271118,9352413,8051284,06/08/2020 00:00,675,unpaid,21/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,21000,1,0,new,Self-employed,Other,--,Male,1993,Post-?graduate,Single,Bihar,0,,,Organic,,
2482477,10054291,8658937,24/09/2020 00:00,675,unpaid,09/10/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,45000,1,0,new,Work in the private sector,Other,--,Male,1979,Post-?graduate,Married,Maharashtra,3,10000,"""below 600""",Organic,0.516939,
2272914,9359147,8056165,06/08/2020 00:00,675,unpaid,21/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,60000,1,0,new,Work in the private sector,"Sales, Shop, Restaurant",Shop owner,Female,1995,Graduate,Single,Madhya Pradesh,15,,,Organic,,
2418258,9837709,8425310,09/09/2020 00:00,675,unpaid,24/09/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,15000,1,0,new,Work in the private sector,Other,--,Male,1998,Graduate,Single,Chandigarh,15,20000,"""640-649""",Facebook,0.33965,
2442874,9918933,8223299,15/09/2020 00:00,675,unpaid,30/09/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,20000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Other,Male,1986,Post-?graduate,Married,West Bengal,0,5000,"""640-649""",Facebook,0.381693,
2488546,10070343,8396007,25/09/2020 00:00,900,unpaid,12/10/2020 00:00,1000,15,0,1000,,1,1,1,1,,1010,-4,15,1000,40000,1,2,returning,Self-employed,Agency/Contract workers,Corporate services,Male,1984,Post-?graduate,Married,Uttar Pradesh,0,,"""740-749""",Organic,,641
2454770,9963926,8202929,18/09/2020 00:00,900,partly_paid,19/10/2020 00:00,1000,30,1,1000,12/10/2020,1,1,1,1,,1020,-10,15,750,20000,1,1,returning,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1999,Secondary,Single,Andhra Pradesh,0,5000,"""640-649""",Organic,,
2562080,10286042,8207861,08/10/2020 00:00,900,unpaid,09/11/2020 00:00,1000,30,0,1000,,1,,,,,1020,-1,30,1000,21250,1,2,returning,Self-employed,Professionals,"Information, Technology",Male,1991,Secondary,Married,Punjab,0,8000,"""700-709""",Organic,,
2514925,10148125,8893910,30/09/2020 00:00,675,unpaid,15/10/2020 00:00,750,15,1,750,,1,1,1,1,,760,,,,16000,1,0,new,Work in the private sector,Agency/Contract workers,"Marketing, Sales",Male,1996,Graduate,Married,Madhya Pradesh,15,50000,"""below 600""",Organic,0.406518,
2446069,9933432,8198982,16/09/2020 00:00,675,unpaid,01/10/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,15000,2,0,new,Work in the private sector,Other,--,Female,1989,Graduate,Married,Maharashtra,5,20000,"""below 600""",Organic,0.408236,535
2303610,9440383,8127240,14/08/2020 00:00,675,unpaid,31/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,25000,1,0,new,Work in the private sector,Agency/Contract workers,"Marketing, Sales",Male,1996,Graduate,Single,Telangana,10,,,Facebook,,
2387225,9729904,8210641,02/09/2020 00:00,900,unpaid,17/09/2020 00:00,1000,15,1,1000,,1,1,1,1,1,1010,-9,15,750,18600,2,1,returning,Work in the private sector,Professionals,"Banking, Insurance",Male,1988,Graduate,Married,Uttar Pradesh,4,,,Organic,,
2299593,9436073,8123489,13/08/2020 00:00,675,unpaid,28/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,48000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1986,Secondary,Married,Bihar,0,,,Organic,,
2605072,10420330,8474823,16/10/2020 00:00,900,unpaid,16/11/2020 00:00,1000,30,1,1000,,,,,,,1020,0,15,750,30000,1,1,returning,Work in the private sector,Professionals,"Science, Engineering",Male,1989,Graduate,Single,Karnataka,31,20000,"""690-699""",Organic,,
2375676,9699297,8124831,31/08/2020 00:00,675,unpaid,15/09/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,17800,2,0,new,Self-employed,Professionals,Corporate services,Male,1994,Graduate,Single,Maharashtra,0,,,Organic,,
2482455,10051065,8360219,24/09/2020 00:00,900,unpaid,09/10/2020 00:00,1000,15,1,1000,,1,1,1,1,1,1010,-6,15,750,15000,1,1,returning,Work in the private sector,Professionals,"Information, Technology",Male,1994,Graduate,Single,Gujarat,1,2500,"""670-679""",Organic,,
2562062,10283260,8493406,08/10/2020 00:00,900,unpaid,09/11/2020 00:00,1000,30,1,1000,,1,,,,,1020,-6,15,750,14000,1,1,returning,Self-employed,Artisans,"Electrical, Electronics, Telecom",Male,1996,Primary,Single,Maharashtra,0,5000,"""700-709""",Organic,,
2629402,10499364,8425683,21/10/2020 00:00,900,unpaid,05/11/2020 00:00,1000,15,1,1000,,1,1,,,,1010,-9,15,1000,25800,1,3,returning,Work in the private sector,Professionals,"Marketing, Sales",Male,1997,Graduate,Single,Assam,7,50000,"""650-659""",Organic,,
2605078,10421612,8150363,16/10/2020 00:00,900,unpaid,16/11/2020 00:00,1000,30,1,1000,,,,,,,1020,-6,15,750,24500,1,1,returning,Work in the private sector,Professionals,"Marketing, Sales",Male,1996,Graduate,Single,Bihar,20,5000,"""660-669""",Organic,,
2271111,9351345,8050299,06/08/2020 00:00,675,unpaid,21/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,15000,1,0,new,Work in the private sector,"Sales, Shop, Restaurant",Cashier,Female,1999,Primary,Married,Uttar Pradesh,15,,,Organic,,
2605089,10423010,8396100,16/10/2020 00:00,900,unpaid,16/11/2020 00:00,1000,30,0,1000,,,,,,,1020,-3,15,750,24000,1,1,returning,Work in the private sector,Other,--,Male,1992,Graduate,Single,Telangana,10,8000,"""710-719""",Organic,,
2504183,10112555,8350338,28/09/2020 00:00,900,unpaid,28/10/2020 00:00,1000,30,0,1000,,1,1,1,,,1020,-2,15,750,23000,1,1,returning,Work in the private sector,"Sales, Shop, Restaurant",Other,Male,1988,Secondary,Married,Andhra Pradesh,5,5000,"""below 600""",Organic,,
2638776,10346992,8393423,23/10/2020 00:00,675,unpaid,09/11/2020 00:00,750,15,1,750,,1,,,,,760,,,,25000,2,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1993,Primary,Single,Jharkhand,0,50000,"""670-679""",Organic,0.460773,
2509201,10115622,8278294,29/09/2020 00:00,675,unpaid,14/10/2020 00:00,750,15,1,750,,1,1,1,1,,760,,,,22000,1,0,new,Work in the private sector,Agency/Contract workers,Corporate services,Male,1988,Graduate,Married,Madhya Pradesh,1,10000,"""720-729""",Organic,0.281298,
2629426,10491332,8237139,21/10/2020 00:00,675,unpaid,05/11/2020 00:00,750,15,1,750,,1,1,,,,760,,,,25000,2,0,new,Self-employed,"Sales, Shop, Restaurant",Restaurant,Male,1983,Secondary,Married,Madhya Pradesh,0,10000,"""below 600""",Organic,0.343396,
2488522,10069012,8615714,25/09/2020 00:00,900,partly_paid,12/10/2020 00:00,1000,15,1,1000,09/11/2020,1,1,1,1,,1010,-14,15,750,35312,1,1,returning,Civil/Public servant,"Army, Police, Defence",Police officer,Male,1990,Graduate,Divorced,Jharkhand,1,5000,,Facebook,,
2509225,10023688,8735259,29/09/2020 00:00,675,unpaid,14/10/2020 00:00,750,15,1,750,,1,1,1,1,,760,,,,35000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1995,Graduate,Divorced,Tamil Nadu,0,200000,"""730-739""",Organic,0.310493,
2655062,10600077,8088495,27/10/2020 00:00,900,unpaid,26/11/2020 00:00,1000,30,0,1000,,,,,,,1020,0,30,1000,25000,1,4,returning,Work in the private sector,Professionals,Corporate services,Male,1995,Post-?graduate,Single,Andhra Pradesh,5,10000,"""660-669""",Organic,,
2488564,10070491,8685845,25/09/2020 00:00,675,unpaid,12/10/2020 00:00,750,15,0,750,,1,1,1,1,,760,,,,25000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1989,Graduate,Married,Andhra Pradesh,0,5000,"""680-689""",Organic,0.251772,547
2418275,9839371,8530761,09/09/2020 00:00,675,unpaid,24/09/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,35000,1,0,new,Self-employed,Professionals,Other,Male,1985,Graduate,Married,Telangana,0,5000,"""720-729""",Organic,0.237929,
2605037,10419470,9152126,16/10/2020 00:00,675,unpaid,02/11/2020 00:00,750,15,1,750,,1,1,1,,,760,,,,22500,1,0,new,Self-employed,Other,--,Male,1994,Graduate,Single,Uttar Pradesh,0,10000,"""740-749""",Organic,0.403218,
2350114,9604116,8229240,26/08/2020 00:00,675,unpaid,10/09/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,35000,1,0,new,Work in the private sector,Professionals,Teaching,Male,1995,Graduate,Single,Madhya Pradesh,1,,"""650-659""",Organic,,
2302785,9446856,8134210,14/08/2020 00:00,675,unpaid,31/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,21300,1,0,new,Work in the private sector,Other,--,Male,1993,Graduate,Married,West Bengal,7,,,Facebook,,
2422319,9850894,8543141,10/09/2020 00:00,675,unpaid,25/09/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,30000,1,0,new,Work in the private sector,Professionals,Hotel service,Male,1988,Graduate,Single,Andhra Pradesh,10,200000,"""670-679""",Organic,0.369521,
2605073,10420323,8500056,16/10/2020 00:00,900,unpaid,16/11/2020 00:00,1000,30,1,1000,,,,,,,1020,0,15,1000,20000,1,2,returning,Self-employed,Other,--,Male,1989,Graduate,Single,Maharashtra,0,5000,"""640-649""",Organic,,547
2655060,10600059,8552822,27/10/2020 00:00,900,unpaid,26/11/2020 00:00,1000,30,0,1000,,,,,,,1020,-13,15,750,24917,1,1,returning,Civil/Public servant,Other,--,Female,1988,Post-?graduate,Single,Nagaland,31,20000,"""740-749""",Organic,,
2454752,9963449,8281016,18/09/2020 00:00,675,unpaid,05/10/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,30000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1997,Secondary,Single,Maharashtra,0,10000,"""660-669""",Organic,0.345772,589
